20210101,102343,0,13450.4,13450.44
20210101,102343,2,9000,4450.44
20210101,102343,2,3000,1450.44
20210101,102343,2,2000,-549.56
20210101,102343,4,50,-599.56
20210102,102343,2,2000,-2599.56
20210102,102343,4,50,-2649.56
20210103,102343,2,2000,-4649.56
20210103,102343,1,1000,-3649.56
20210103,102343,1,7000,3350.44
20210104,102343,1,3000,6350.44
20210104,102343,2,10000,-3649.56
20210104,102343,2,4500,-8149.56
20210104,102343,4,50,-8199.56
20210107,102343,1,1000,-7199.56
20210107,102343,2,9000,-16199.56
20210107,102343,4,50,-16249.56
20210108,102343,2,1500,-17749.56
20210108,102343,1,9000,-8749.56
20210108,102343,2,2500,-11249.56
20210108,102343,2,9000,-20249.56
20210108,102343,4,50,-20299.56
20210109,102343,2,8000,-28299.56
20210109,102343,1,10000,-18299.56
20210109,102343,2,500,-18799.56
20210109,102343,4,50,-18849.56
20210109,102343,4,50,-18899.56
20210111,102343,1,5000,-13899.56
20210111,102343,1,24000,10100.44
