20210101,102342,0,344096,344096.33
20210101,102342,1,1500,345596.33
20210101,102342,2,4500,341096.33
20210101,102342,1,500,341596.33
20210101,102342,2,5000,336596.33
20210101,102342,1,7000,343596.33
20210101,102342,2,500,343096.33
20210102,102342,2,9000,334096.33
20210103,102342,1,4500,338596.33
20210103,102342,2,7000,331596.33
20210104,102342,2,1000,330596.33
20210107,102342,1,3000,333596.33
20210107,102342,2,25000,308596.33
20210109,102342,1,5000,313596.33
20210109,102342,1,1000,314596.33
20210110,102342,1,10000,324596.33
20210110,102342,2,3300,321296.33
20210111,102342,1,400,321696.33
