20210101,102344,0,4.00435e+06,4004345.88
20210102,102344,2,500,4003845.88
20210102,102344,2,5000,3998845.88
20210103,102344,2,3300,3995545.88
20210104,102344,1,3300,3998845.88
20210104,102344,2,10000,3988845.88
20210104,102344,1,10000,3998845.88
20210107,102344,1,500,3999345.88
20210107,102344,2,8000,3991345.88
20210107,102344,1,4500,3995845.88
20210109,102344,1,3300,3999145.88
20210109,102344,2,2000,3997145.88
20210109,102344,1,3000,4000145.88
20210110,102344,1,8000,4008145.88
20210110,102344,2,10000,3998145.88
20210110,102344,2,1500,3996645.88
20210110,102344,2,500,3996145.88
20210111,102344,2,8000,3988145.88
20210111,102344,2,3500,3984645.88
20210111,102344,1,3500,3988145.88
