20210101,201446,0,874665,874665.37
20210101,201446,1,2000,876665.37
20210101,201446,2,500,876165.37
20210102,201446,2,1000,875165.37
20210102,201446,1,7000,882165.37
20210103,201446,1,2000,884165.37
20210103,201446,1,1000,885165.37
20210103,201446,1,2000,887165.37
20210103,201446,2,1500,885665.37
20210104,201446,1,22000,907665.37
20210104,201446,1,500,908165.37
20210104,201446,1,2000,910165.37
20210107,201446,2,500,909665.37
20210107,201446,2,9000,900665.37
20210108,201446,1,1500,902165.37
20210109,201446,2,25000,877165.37
20210109,201446,2,500,876665.37
20210110,201446,1,500,877165.37
20210110,201446,1,3300,880465.37
20210111,201446,2,500,879965.37
20210111,201446,2,9000,870965.37
