20210101,201448,0,795675,795675.33
20210102,201448,2,500,795175.33
20210102,201448,2,3300,791875.33
20210102,201448,2,8000,783875.33
20210103,201448,1,10000,793875.33
20210103,201448,1,3300,797175.33
20210103,201448,1,10000,807175.33
20210104,201448,2,2500,804675.33
20210104,201448,2,1500,803175.33
20210107,201448,1,25000,828175.33
20210107,201448,1,1500,829675.33
20210108,201448,2,2000,827675.33
20210109,201448,1,4500,832175.33
20210110,201448,2,3000,829175.33
20210110,201448,1,2000,831175.33
20210111,201448,2,8000,823175.33
20210111,201448,1,35000,858175.33
