20210101,201444,0,7899,7899.00
20210102,201444,2,1500,6399.00
20210102,201444,2,2000,4399.00
20210102,201444,2,4500,-101.00
20210102,201444,4,50,-151.00
20210103,201444,1,2500,2349.00
20210104,201444,1,500,2849.00
20210104,201444,1,7000,9849.00
20210104,201444,2,500,9349.00
20210108,201444,1,2500,11849.00
20210108,201444,1,3000,14849.00
20210108,201444,2,4500,10349.00
20210108,201444,1,500,10849.00
20210108,201444,2,3000,7849.00
20210109,201444,1,9000,16849.00
20210109,201444,2,9000,7849.00
20210110,201444,1,500,8349.00
20210110,201444,2,10000,-1651.00
20210110,201444,4,50,-1701.00
20210111,201444,2,3000,-4701.00
20210111,201444,2,900,-5601.00
